Kingdom	Phylum	Class	Order	Family	Genus	Species
seq825	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
seq826	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
seq827	Bacteria	Tenericutes	Mollicutes	T2WK15B57	NA	NA	NA
seq828	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Kingella	NA
seq830	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter	NA
seq831	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
seq835	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA
seq836	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	NA
seq837	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	NA
seq840	Bacteria	NA	NA	NA	NA	NA	NA
seq843	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	NA	NA
seq848	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq849	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq850	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella	NA
seq851	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq852	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	NA
seq853	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	canis
seq855	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	canis
seq857	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA	NA
seq866	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	NA
seq868	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA
seq870	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq872	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq874	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Conchiformibius	NA
seq875	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq876	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
seq877	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq878	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq880	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
seq881	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq882	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	NA
seq883	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq884	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
seq885	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA
seq886	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Proteocatella	NA
seq887	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas_4	NA
seq888	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA
seq889	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq890	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA
seq891	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq892	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq894	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq897	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA
seq898	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
seq899	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq901	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq902	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter	NA
seq905	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq906	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	NA	NA
seq908	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	NA
seq909	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
seq911	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	NA
seq915	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	S5-A14a	NA
seq920	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq921	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
seq922	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq924	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
seq926	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	NA
seq927	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
seq931	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA
seq934	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
seq935	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq939	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Brachymonas	NA
seq940	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq941	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	NA
seq943	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	NA
seq944	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum
seq946	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
seq949	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq950	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
seq953	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	NA
seq954	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq955	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
seq956	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	NA	NA
seq957	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
seq959	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq960	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA
seq961	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
seq962	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	NA	NA	NA
seq965	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
seq969	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
seq972	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq973	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	NA
seq974	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq975	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
seq976	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
seq978	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA
seq980	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
seq981	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq982	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	NA
seq985	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	NA
seq988	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq989	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	NA
seq990	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
seq991	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Candidatus_Tammella	NA
seq995	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
seq996	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter	NA
seq997	Bacteria	Spirochaetes	MVP-15	NA	NA	NA	NA
seq998	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
seq999	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	NA
seq1000	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA
seq1003	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1005	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
seq1006	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
seq1007	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
seq1010	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	NA
seq1011	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
seq1012	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1014	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
seq1020	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
seq1021	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA	NA
seq1022	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Parvimonas	NA
seq1025	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella	NA
seq1029	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	NA
seq1030	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq1031	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	winghamensis
seq1032	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq1033	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	NA
seq1035	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
seq1037	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	NA
seq1038	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
seq1041	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	NA
seq1042	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA
seq1043	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA
seq1045	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Xenophilus	NA
seq1046	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	NA	NA
seq1047	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
seq1048	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	NA
seq1049	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
seq1051	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
seq1055	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
seq1056	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1058	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
seq1059	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
seq1061	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	NA
seq1062	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq1063	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
seq1065	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
seq1067	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
seq1069	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA
seq1070	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1072	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	NA	NA
seq1076	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
seq1077	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq1078	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	F082	NA	NA
seq1080	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	NA
seq1081	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	NA
seq1084	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group	NA
seq1085	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
seq1087	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	NA
seq1088	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq1089	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
seq1093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	NA
seq1094	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ercella	NA
seq1095	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	hordeovulneris
seq1096	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
seq1097	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	feline
seq1098	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
seq1101	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	NA
seq1104	Bacteria	NA	NA	NA	NA	NA	NA
seq1105	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
seq1107	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Simplicispira	NA
seq1108	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1110	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
seq1111	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
seq1112	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq1113	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Paucibacter	NA
seq1116	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Frederiksenia	NA
seq1118	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Blvii28_wastewater-sludge_group	NA
seq1119	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq1122	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Paucibacter	NA
seq1125	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	denticanis
seq1128	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	nasimurium
seq1130	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	NA
seq1131	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
seq1132	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	NA	NA
seq1134	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA
seq1137	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1142	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA
seq1143	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1146	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Lampropedia	NA
seq1148	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-001	NA
seq1149	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1153	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella_4	NA
seq1154	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA	NA
seq1158	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	NA
seq1159	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq1163	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq1164	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
seq1165	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
seq1166	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
seq1167	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1168	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
seq1170	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1171	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq1174	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
seq1176	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	NA
seq1177	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
seq1178	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1181	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
seq1182	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1188	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chitinibacteraceae	NA	NA
seq1189	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
seq1190	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq1191	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	bowdenii
seq1193	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq1194	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
seq1197	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	NA
seq1198	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	ZOR0006	NA
seq1200	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	psychrosaccharolyticus
seq1201	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
seq1202	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA
seq1203	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq1205	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	NA
seq1207	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	NA
seq1213	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA	NA
seq1217	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Propionivibrio	NA
seq1218	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
seq1219	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Neisseria	NA
seq1220	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	bacterium
seq1222	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	NA	NA	NA
seq1226	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA
seq1229	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA
seq1232	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
seq1234	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Anaerovorax	NA
seq1235	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
seq1236	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq1240	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
seq1241	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccus	nishinomiyaensis
seq1242	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Defluviimonas	NA
seq1243	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
seq1244	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	NA
seq1246	Bacteria	NA	NA	NA	NA	NA	NA
seq1247	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Propionivibrio	NA
seq1249	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	NA
seq1250	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	NA
seq1251	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Conchiformibius	NA
seq1252	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	NA
seq1253	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_AC2044_group	NA
seq1254	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1256	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
seq1259	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq1263	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA
seq1264	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	NA	NA
seq1267	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Oceanivirga	NA
seq1270	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
seq1272	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
seq1273	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella	NA
seq1276	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ercella	NA
seq1277	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
seq1279	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	NA
seq1280	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
seq1281	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Brachymonas	denitrificans
seq1283	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Propionivibrio	NA
seq1287	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
seq1288	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Frederiksenia	NA
seq1289	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
seq1290	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	NA
seq1291	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	NA
seq1294	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
